Format Version,1.1,Take Name,Take 2021-09-15 03.19.26 PM,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-09-15 03.19.26.638 PM,Total Frames,4065,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_2,Marker_2,Marker_2,Marker_1,Marker_1,Marker_1,Marker_3,Marker_3,Marker_3
,,"8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702811","8392B20CF49E35702811","8392B20CF49E35702811"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
208,2.080000,-0.354557,1.025075,1.082355,-0.352854,1.164314,1.052911,-0.328669,0.882482,1.067464
209,2.090000,-0.354635,1.025079,1.082414,-0.352928,1.164282,1.052969,-0.328721,0.882465,1.067546
210,2.100000,-0.354552,1.025039,1.082381,-0.352966,1.164264,1.052991,-0.328744,0.882436,1.067616
211,2.110000,-0.354640,1.025032,1.082514,-0.353036,1.164248,1.053044,-0.328806,0.882416,1.067683
212,2.120000,-0.354771,1.025034,1.082547,-0.352978,1.164209,1.053069,-0.328853,0.882429,1.067752
213,2.130000,-0.354790,1.025023,1.082589,-0.353111,1.164217,1.053103,-0.328896,0.882396,1.067821
214,2.140000,-0.354820,1.025011,1.082590,-0.353051,1.164205,1.053127,-0.328941,0.882409,1.067888
215,2.150000,-0.354902,1.025028,1.082648,-0.353078,1.164198,1.053146,-0.329023,0.882403,1.067944
216,2.160000,-0.354924,1.025013,1.082649,-0.353123,1.164186,1.053152,-0.329059,0.882417,1.067984
217,2.170000,-0.354902,1.025023,1.082659,-0.353173,1.164209,1.053147,-0.329121,0.882439,1.068039
218,2.180000,-0.354969,1.025044,1.082700,-0.353060,1.164222,1.053150,-0.329112,0.882448,1.068075
219,2.190000,-0.355025,1.025058,1.082723,-0.353076,1.164227,1.053145,-0.329156,0.882469,1.068116
220,2.200000,-0.355204,1.025095,1.082772,-0.353131,1.164239,1.053155,-0.328031,0.882260,1.067801
221,2.210000,-0.355055,1.025093,1.082758,-0.353169,1.164252,1.053165,-0.327767,0.882105,1.068046
222,2.220000,-0.355018,1.025088,1.082706,-0.353206,1.164263,1.053177,-0.328315,0.882322,1.068268
223,2.230000,-0.355185,1.025118,1.082850,-0.353292,1.164271,1.053198,-0.328299,0.882319,1.068283
224,2.240000,-0.355184,1.025129,1.082781,-0.353291,1.164273,1.053207,-0.328360,0.882334,1.068377
225,2.250000,-0.355263,1.025138,1.082925,-0.353344,1.164285,1.053226,-0.328460,0.882374,1.068517
226,2.260000,-0.355294,1.025150,1.082957,-0.353405,1.164271,1.053246,-0.328538,0.882410,1.068591
227,2.270000,-0.355388,1.025178,1.083003,-0.353397,1.164287,1.053252,-0.328546,0.882403,1.068666
228,2.280000,-0.355362,1.025174,1.083040,-0.353471,1.164282,1.053266,-0.328028,0.882160,1.068525
229,2.290000,-0.355435,1.025196,1.083081,-0.353514,1.164299,1.053293,-0.328600,0.882411,1.068767
230,2.300000,-0.355474,1.025197,1.083123,-0.353523,1.164281,1.053300,-0.328637,0.882389,1.068821
231,2.310000,-0.355530,1.025192,1.083173,-0.353480,1.164280,1.053326,-0.328640,0.882392,1.068832
232,2.320000,-0.355517,1.025124,1.083205,-0.353578,1.164272,1.053361,-0.328614,0.882367,1.068864
233,2.330000,-0.355559,1.025184,1.083202,-0.353545,1.164261,1.053364,-0.328671,0.882363,1.068894
234,2.340000,-0.355566,1.025174,1.083206,-0.353564,1.164260,1.053401,-0.328721,0.882366,1.068929
235,2.350000,-0.355629,1.025131,1.083271,-0.353610,1.164235,1.053392,-0.328747,0.882355,1.068926
236,2.360000,-0.355657,1.025123,1.083273,-0.353618,1.164234,1.053408,-0.328829,0.882348,1.068942
237,2.370000,-0.355655,1.025148,1.083231,-0.353616,1.164225,1.053407,-0.328209,0.882089,1.068739
238,2.380000,-0.355643,1.025076,1.083261,-0.353677,1.164207,1.053433,-0.328849,0.882318,1.068935
239,2.390000,-0.355707,1.025051,1.083266,-0.353638,1.164207,1.053446,-0.328857,0.882290,1.068900
240,2.400000,-0.355729,1.025032,1.083273,-0.353653,1.164173,1.053455,-0.328853,0.882213,1.068812
241,2.410000,-0.355786,1.025007,1.083272,-0.353677,1.164152,1.053467,-0.328844,0.882171,1.068799
242,2.420000,-0.355782,1.024973,1.083282,-0.353726,1.164145,1.053485,-0.328958,0.882166,1.068833
243,2.430000,-0.355818,1.024937,1.083282,-0.353703,1.164113,1.053509,-0.328905,0.882087,1.068767
244,2.440000,-0.355823,1.024894,1.083263,-0.353761,1.164074,1.053524,-0.328959,0.882065,1.068781
245,2.450000,-0.355881,1.024885,1.083281,-0.353729,1.164059,1.053533,-0.328595,0.881826,1.068623
246,2.460000,-0.355888,1.024859,1.083306,-0.353752,1.164029,1.053551,-0.329066,0.882010,1.068801
247,2.470000,-0.355904,1.024817,1.083287,-0.353720,1.164000,1.053545,-0.329079,0.881968,1.068760
248,2.480000,-0.355929,1.024801,1.083302,-0.353718,1.163972,1.053558,-0.328668,0.881758,1.068626
249,2.490000,-0.355813,1.024724,1.083295,-0.353689,1.163938,1.053571,-0.329091,0.881905,1.068712
250,2.500000,-0.355833,1.024679,1.083277,-0.353684,1.163896,1.053581,-0.328703,0.881683,1.068570
251,2.510000,-0.355862,1.024651,1.083293,-0.353676,1.163873,1.053581,-0.329160,0.881807,1.068683
252,2.520000,-0.355865,1.024612,1.083258,-0.353691,1.163852,1.053584,-0.329174,0.881791,1.068656
253,2.530000,-0.355891,1.024593,1.083245,-0.353666,1.163829,1.053559,-0.329236,0.881754,1.068603
254,2.540000,-0.355938,1.024580,1.083204,-0.353675,1.163834,1.053567,-0.329441,0.881794,1.068586
255,2.550000,-0.355990,1.024586,1.083194,-0.353669,1.163810,1.053571,-0.329479,0.881774,1.068540
256,2.560000,-0.355959,1.024566,1.083159,-0.353611,1.163802,1.053556,-0.329507,0.881771,1.068484
257,2.570000,-0.355913,1.024550,1.083136,-0.353589,1.163793,1.053559,-0.329567,0.881781,1.068466
258,2.580000,-0.355817,1.024521,1.083100,-0.353568,1.163786,1.053553,-0.329486,0.881745,1.068351
259,2.590000,-0.355764,1.024494,1.083067,-0.353506,1.163786,1.053560,-0.329331,0.881626,1.068215
260,2.600000,-0.355724,1.024473,1.083066,-0.353457,1.163765,1.053546,-0.328910,0.881469,1.068102
261,2.610000,-0.355698,1.024447,1.083057,-0.353422,1.163741,1.053551,-0.329313,0.881535,1.068111
262,2.620000,-0.355686,1.024399,1.083050,-0.353360,1.163692,1.053538,-0.329287,0.881493,1.068079
263,2.630000,-0.355721,1.024352,1.083070,-0.353384,1.163639,1.053553,-0.329522,0.881532,1.068173
264,2.640000,-0.355729,1.024299,1.083065,-0.353354,1.163584,1.053551,-0.329497,0.881447,1.068123
265,2.650000,-0.355711,1.024214,1.083054,-0.353322,1.163527,1.053563,-0.329428,0.881320,1.068037
266,2.660000,-0.355368,1.024048,1.082823,-0.353321,1.163482,1.053571,-0.329045,0.881136,1.067951
267,2.670000,-0.355378,1.023982,1.082803,-0.353280,1.163440,1.053570,-0.329596,0.881322,1.068074
268,2.680000,-0.355298,1.023936,1.082730,-0.353274,1.163409,1.053566,-0.329577,0.881300,1.068029
269,2.690000,-0.355448,1.023934,1.082776,-0.353241,1.163386,1.053575,-0.329636,0.881294,1.068017
270,2.700000,-0.355464,1.023908,1.082782,-0.353213,1.163356,1.053573,-0.329438,0.881154,1.067855
271,2.710000,-0.355560,1.023908,1.082882,-0.353245,1.163339,1.053570,-0.329575,0.881222,1.067907
272,2.720000,-0.355395,1.023849,1.082729,-0.353228,1.163309,1.053560,-0.329630,0.881225,1.067896
273,2.730000,-0.355379,1.023809,1.082719,-0.353234,1.163285,1.053567,-0.329616,0.881205,1.067861
274,2.740000,-0.355370,1.023789,1.082689,-0.353280,1.163259,1.053588,-0.328949,0.880927,1.067783
275,2.750000,-0.355430,1.023800,1.082768,-0.353259,1.163232,1.053566,-0.329368,0.881013,1.067729
276,2.760000,-0.355332,1.023762,1.082642,-0.353219,1.163215,1.053576,-0.329312,0.881025,1.067718
277,2.770000,-0.355390,1.023758,1.082731,-0.353220,1.163216,1.053561,-0.329318,0.880993,1.067679
278,2.780000,-0.355321,1.023732,1.082636,-0.353209,1.163207,1.053579,-0.329261,0.880989,1.067664
279,2.790000,-0.355224,1.023714,1.082578,-0.353180,1.163180,1.053566,-0.329218,0.880988,1.067644
280,2.800000,-0.355414,1.023749,1.082760,-0.353231,1.163188,1.053581,-0.329215,0.880999,1.067649
281,2.810000,-0.355280,1.023728,1.082637,-0.353271,1.163188,1.053573,-0.329169,0.881028,1.067670
282,2.820000,-0.355283,1.023720,1.082642,-0.353265,1.163201,1.053586,-0.328651,0.880896,1.067622
283,2.830000,-0.355232,1.023743,1.082624,-0.353271,1.163209,1.053585,-0.329054,0.881051,1.067694
284,2.840000,-0.355323,1.023786,1.082737,-0.353309,1.163233,1.053573,-0.328989,0.881076,1.067701
285,2.850000,-0.355339,1.023825,1.082751,-0.353322,1.163255,1.053571,-0.328952,0.881096,1.067699
286,2.860000,-0.355227,1.023830,1.082642,-0.353368,1.163286,1.053556,-0.328979,0.881145,1.067696
287,2.870000,-0.355318,1.023875,1.082730,-0.353319,1.163318,1.053556,-0.328921,0.881184,1.067699
288,2.880000,-0.355233,1.023886,1.082656,-0.353372,1.163345,1.053562,-0.329059,0.881326,1.067770
289,2.890000,-0.355188,1.023902,1.082617,-0.353317,1.163377,1.053544,-0.328364,0.881119,1.067625
290,2.900000,-0.355185,1.023934,1.082622,-0.353386,1.163410,1.053545,-0.328804,0.881319,1.067706
291,2.910000,-0.355226,1.023994,1.082647,-0.353363,1.163447,1.053538,-0.328926,0.881483,1.067770
292,2.920000,-0.355326,1.024046,1.082756,-0.353411,1.163485,1.053532,-0.328899,0.881503,1.067781
293,2.930000,-0.355289,1.024077,1.082741,-0.353438,1.163514,1.053536,-0.328677,0.881422,1.067673
294,2.940000,-0.355498,1.024194,1.082835,-0.353400,1.163541,1.053555,-0.328807,0.881563,1.067793
295,2.950000,-0.355215,1.024129,1.082731,-0.353394,1.163567,1.053558,-0.328619,0.881524,1.067748
296,2.960000,-0.355395,1.024254,1.082814,-0.353392,1.163601,1.053553,-0.328664,0.881646,1.067809
297,2.970000,-0.355311,1.024300,1.082823,-0.353372,1.163640,1.053545,-0.328017,0.881453,1.067668
298,2.980000,-0.355260,1.024323,1.082826,-0.353305,1.163670,1.053538,-0.328369,0.881615,1.067787
299,2.990000,-0.355196,1.024378,1.082831,-0.353258,1.163699,1.053533,-0.328241,0.881675,1.067789
300,3.000000,-0.354903,1.024314,1.082737,-0.353247,1.163733,1.053534,-0.328111,0.881710,1.067818
301,3.010000,-0.355045,1.024446,1.082841,-0.353173,1.163765,1.053532,-0.328211,0.881866,1.067921
302,3.020000,-0.355001,1.024483,1.082852,-0.353130,1.163793,1.053530,-0.327979,0.881767,1.067855
303,3.030000,-0.354988,1.024520,1.082878,-0.353242,1.163808,1.053548,-0.327929,0.881801,1.067895
304,3.040000,-0.354891,1.024517,1.082898,-0.353196,1.163834,1.053556,-0.327930,0.881847,1.067914
305,3.050000,-0.354843,1.024542,1.082918,-0.353185,1.163853,1.053590,-0.327324,0.881709,1.067924
306,3.060000,-0.354409,1.024415,1.082708,-0.353085,1.163843,1.053590,-0.327701,0.881854,1.068004
307,3.070000,-0.354712,1.024553,1.082964,-0.353032,1.163853,1.053602,-0.327677,0.881843,1.068048
308,3.080000,-0.354613,1.024574,1.082985,-0.352971,1.163864,1.053606,-0.327622,0.881860,1.068095
309,3.090000,-0.354202,1.024483,1.082795,-0.352890,1.163872,1.053619,-0.327088,0.881763,1.068037
310,3.100000,-0.354144,1.024502,1.082837,-0.352687,1.163891,1.053615,-0.327355,0.881820,1.068003
311,3.110000,-0.353980,1.024512,1.082751,-0.352599,1.163913,1.053621,-0.327391,0.881922,1.068142
312,3.120000,-0.353905,1.024552,1.082764,-0.352537,1.163941,1.053626,-0.327412,0.881968,1.068112
313,3.130000,-0.353834,1.024585,1.082763,-0.352543,1.163995,1.053637,-0.327197,0.881907,1.068006
314,3.140000,-0.353729,1.024690,1.082746,-0.352433,1.164034,1.053648,-0.327297,0.882026,1.068121
315,3.150000,-0.353674,1.024727,1.082763,-0.352384,1.164078,1.053658,-0.327043,0.881967,1.067991
316,3.160000,-0.353596,1.024771,1.082764,-0.352300,1.164121,1.053682,-0.327315,0.882201,1.068202
317,3.170000,-0.353550,1.024742,1.082816,-0.352251,1.164148,1.053692,-0.327243,0.882231,1.068251
318,3.180000,-0.353519,1.024811,1.082852,-0.352225,1.164183,1.053723,-0.327214,0.882256,1.068265
319,3.190000,-0.353524,1.024863,1.082889,-0.352212,1.164189,1.053719,-0.327150,0.882267,1.068289
320,3.200000,-0.353438,1.024869,1.082880,-0.352212,1.164216,1.053747,-0.326779,0.882077,1.068137
321,3.210000,-0.353439,1.024889,1.082930,-0.352223,1.164233,1.053759,-0.327095,0.882310,1.068376
322,3.220000,-0.353409,1.024922,1.082951,-0.352135,1.164256,1.053770,-0.327031,0.882309,1.068428
323,3.230000,-0.353434,1.024938,1.082983,-0.352171,1.164269,1.053777,-0.327067,0.882341,1.068468
324,3.240000,-0.353447,1.024969,1.083005,-0.352140,1.164300,1.053786,-0.326724,0.882158,1.068293
325,3.250000,-0.353424,1.024974,1.083005,-0.352219,1.164301,1.053797,-0.327022,0.882385,1.068534
326,3.260000,-0.353459,1.025003,1.083046,-0.352119,1.164337,1.053812,-0.327043,0.882405,1.068578
327,3.270000,-0.353429,1.025024,1.083017,-0.352179,1.164361,1.053809,-0.327046,0.882422,1.068586
328,3.280000,-0.353512,1.025057,1.083056,-0.352172,1.164386,1.053823,-0.327065,0.882446,1.068609
329,3.290000,-0.353487,1.025062,1.083061,-0.352179,1.164398,1.053811,-0.327116,0.882467,1.068620
330,3.300000,-0.353550,1.025101,1.083054,-0.352141,1.164455,1.053818,-0.327091,0.882496,1.068598
331,3.310000,-0.353524,1.025132,1.082995,-0.352189,1.164478,1.053792,-0.327138,0.882527,1.068588
332,3.320000,-0.353844,1.025276,1.083119,-0.352183,1.164531,1.053790,-0.327141,0.882549,1.068567
333,3.330000,-0.353932,1.025321,1.083111,-0.352139,1.164580,1.053759,-0.327222,0.882602,1.068530
334,3.340000,-0.353946,1.025350,1.083094,-0.352084,1.164625,1.053745,-0.326670,0.882403,1.068290
335,3.350000,-0.353898,1.025376,1.083050,-0.352138,1.164662,1.053734,-0.327220,0.882660,1.068454
336,3.360000,-0.353897,1.025415,1.083023,-0.352095,1.164698,1.053703,-0.327244,0.882693,1.068421
337,3.370000,-0.353891,1.025442,1.083011,-0.352093,1.164738,1.053688,-0.327210,0.882751,1.068399
338,3.380000,-0.353834,1.025474,1.082993,-0.352068,1.164762,1.053676,-0.327203,0.882785,1.068411
339,3.390000,-0.353787,1.025482,1.082977,-0.352064,1.164784,1.053674,-0.327122,0.882785,1.068379
340,3.400000,-0.353810,1.025538,1.082983,-0.352031,1.164803,1.053664,-0.327117,0.882816,1.068387
341,3.410000,-0.353740,1.025548,1.082987,-0.351969,1.164847,1.053674,-0.326536,0.882626,1.068193
342,3.420000,-0.353713,1.025581,1.082990,-0.351908,1.164870,1.053670,-0.326860,0.882760,1.068309
343,3.430000,-0.353637,1.025606,1.082969,-0.351843,1.164896,1.053651,-0.327013,0.882916,1.068435
344,3.440000,-0.353640,1.025652,1.082999,-0.351788,1.164937,1.053652,-0.326802,0.882831,1.068330
345,3.450000,-0.353675,1.025741,1.083139,-0.351748,1.164965,1.053633,-0.326810,0.882905,1.068344
346,3.460000,-0.353672,1.025773,1.083131,-0.351711,1.165001,1.053598,-0.326781,0.882906,1.068333
347,3.470000,-0.353648,1.025805,1.083140,-0.351657,1.165049,1.053608,-0.326782,0.882950,1.068355
348,3.480000,-0.353556,1.025805,1.083068,-0.351641,1.165066,1.053582,-0.326863,0.883076,1.068432
349,3.490000,-0.353610,1.025836,1.083073,-0.351644,1.165068,1.053571,-0.326833,0.883077,1.068414
350,3.500000,-0.353574,1.025828,1.083068,-0.351698,1.165069,1.053559,-0.326756,0.882998,1.068344
351,3.510000,-0.353632,1.025846,1.083051,-0.351704,1.165092,1.053553,-0.326733,0.883020,1.068342
352,3.520000,-0.353557,1.025809,1.083008,-0.351727,1.165082,1.053527,-0.326884,0.883054,1.068382
353,3.530000,-0.353725,1.025843,1.083091,-0.351754,1.165087,1.053524,-0.326947,0.883114,1.068398
354,3.540000,-0.353645,1.025810,1.083004,-0.351813,1.165069,1.053500,-0.326908,0.883040,1.068320
355,3.550000,-0.353631,1.025801,1.082984,-0.351794,1.165070,1.053491,-0.327016,0.883091,1.068337
356,3.560000,-0.353707,1.025769,1.082932,-0.351799,1.165048,1.053463,-0.326828,0.882950,1.068227
357,3.570000,-0.353783,1.025783,1.082961,-0.351809,1.165038,1.053445,-0.326961,0.883032,1.068267
358,3.580000,-0.353660,1.025736,1.082840,-0.351812,1.165031,1.053420,-0.326932,0.882992,1.068216
359,3.590000,-0.353778,1.025756,1.082885,-0.351846,1.165014,1.053368,-0.326992,0.883026,1.068204
360,3.600000,-0.353691,1.025730,1.082798,-0.351834,1.165001,1.053344,-0.327011,0.883013,1.068199
361,3.610000,-0.353679,1.025743,1.082802,-0.351816,1.165010,1.053322,-0.327003,0.883016,1.068174
362,3.620000,-0.353657,1.025732,1.082763,-0.351813,1.165001,1.053303,-0.327003,0.883019,1.068167
363,3.630000,-0.353640,1.025730,1.082757,-0.351805,1.165002,1.053244,-0.327004,0.883017,1.068148
364,3.640000,-0.353598,1.025754,1.082736,-0.351764,1.165000,1.053196,-0.326841,0.882914,1.068068
365,3.650000,-0.353625,1.025758,1.082710,-0.351766,1.165009,1.053172,-0.326948,0.883019,1.068137
366,3.660000,-0.353556,1.025793,1.082686,-0.351778,1.165027,1.053120,-0.326966,0.883052,1.068139
367,3.670000,-0.353560,1.025817,1.082641,-0.351625,1.165052,1.053053,-0.326922,0.883040,1.068108
368,3.680000,-0.353638,1.025847,1.082638,-0.351639,1.165084,1.053047,-0.326956,0.883076,1.068116
369,3.690000,-0.353590,1.025868,1.082608,-0.351657,1.165109,1.052998,-0.326975,0.883112,1.068108
370,3.700000,-0.353526,1.025885,1.082559,-0.351632,1.165150,1.052987,-0.326354,0.882903,1.067905
371,3.710000,-0.353555,1.025913,1.082581,-0.351642,1.165162,1.052963,-0.326924,0.883137,1.068066
372,3.720000,-0.353539,1.025931,1.082595,-0.351590,1.165186,1.052939,-0.326926,0.883160,1.068079
373,3.730000,-0.353537,1.025923,1.082585,-0.351618,1.165182,1.052917,-0.327024,0.883187,1.068101
374,3.740000,-0.353498,1.025935,1.082583,-0.351606,1.165169,1.052924,-0.326847,0.883065,1.068025
375,3.750000,-0.353515,1.025933,1.082584,-0.351642,1.165151,1.052894,-0.326988,0.883182,1.068144
376,3.760000,-0.353522,1.025916,1.082602,-0.351541,1.165146,1.052864,-0.326854,0.883051,1.068062
377,3.770000,-0.353496,1.025889,1.082577,-0.351604,1.165113,1.052875,-0.326386,0.882872,1.067914
378,3.780000,-0.353535,1.025885,1.082593,-0.351577,1.165114,1.052839,-0.326964,0.883067,1.068083
379,3.790000,-0.353486,1.025845,1.082575,-0.351558,1.165066,1.052844,-0.326858,0.882965,1.068029
380,3.800000,-0.353501,1.025834,1.082566,-0.351573,1.165059,1.052837,-0.327010,0.883044,1.068089
381,3.810000,-0.353448,1.025792,1.082554,-0.351636,1.165027,1.052806,-0.326993,0.882989,1.068056
382,3.820000,-0.353487,1.025780,1.082538,-0.351539,1.165002,1.052817,-0.327019,0.883001,1.068072
383,3.830000,-0.353461,1.025759,1.082523,-0.351485,1.164972,1.052803,-0.327013,0.882958,1.068066
384,3.840000,-0.353489,1.025759,1.082529,-0.351480,1.164959,1.052816,-0.327061,0.882966,1.068060
385,3.850000,-0.353497,1.025723,1.082514,-0.351464,1.164932,1.052800,-0.327076,0.882928,1.068065
386,3.860000,-0.353477,1.025698,1.082503,-0.351454,1.164918,1.052790,-0.326528,0.882667,1.067825
387,3.870000,-0.353412,1.025657,1.082473,-0.351474,1.164883,1.052792,-0.326965,0.882789,1.067980
388,3.880000,-0.353427,1.025644,1.082498,-0.351428,1.164863,1.052777,-0.326956,0.882764,1.067976
389,3.890000,-0.353419,1.025633,1.082482,-0.351398,1.164833,1.052786,-0.326924,0.882747,1.067962
390,3.900000,-0.353316,1.025578,1.082451,-0.351346,1.164790,1.052767,-0.326923,0.882704,1.067950
391,3.910000,-0.353282,1.025559,1.082456,-0.351292,1.164777,1.052770,-0.326903,0.882676,1.067953
392,3.920000,-0.353207,1.025502,1.082435,-0.351268,1.164719,1.052766,-0.326793,0.882638,1.067943
393,3.930000,-0.353151,1.025479,1.082445,-0.351217,1.164702,1.052767,-0.326778,0.882606,1.067964
394,3.940000,-0.353111,1.025453,1.082449,-0.351178,1.164654,1.052750,-0.326225,0.882435,1.067909
395,3.950000,-0.353116,1.025437,1.082481,-0.351150,1.164616,1.052748,-0.326669,0.882541,1.067954
396,3.960000,-0.352732,1.025290,1.082376,-0.351111,1.164577,1.052750,-0.326643,0.882497,1.067923
397,3.970000,-0.352691,1.025281,1.082387,-0.351024,1.164568,1.052735,-0.326575,0.882477,1.067920
398,3.980000,-0.352616,1.025170,1.082371,-0.350997,1.164439,1.052706,-0.326433,0.882370,1.067825
399,3.990000,-0.352586,1.025147,1.082369,-0.350994,1.164409,1.052695,-0.326415,0.882350,1.067803
400,4.000000,-0.352619,1.025166,1.082381,-0.351016,1.164430,1.052706,-0.326444,0.882369,1.067824
401,4.010000,-0.352668,1.025138,1.082392,-0.351043,1.164404,1.052720,-0.326395,0.882340,1.067815
402,4.020000,-0.352762,1.025092,1.082407,-0.351084,1.164344,1.052734,-0.326408,0.882256,1.067825
403,4.030000,-0.352865,1.025059,1.082433,-0.351159,1.164325,1.052747,-0.326480,0.882230,1.067798
404,4.040000,-0.352985,1.024997,1.082440,-0.351243,1.164239,1.052771,-0.326498,0.882181,1.067812
405,4.050000,-0.353044,1.024967,1.082441,-0.351421,1.164187,1.052788,-0.326555,0.882142,1.067812
406,4.060000,-0.353091,1.024901,1.082436,-0.351503,1.164143,1.052809,-0.326142,0.881975,1.067776
407,4.070000,-0.353217,1.024877,1.082461,-0.351574,1.164116,1.052839,-0.326671,0.882084,1.067814
408,4.080000,-0.353160,1.024746,1.082472,-0.351637,1.164070,1.052845,-0.326729,0.882044,1.067834
409,4.090000,-0.353235,1.024726,1.082464,-0.351692,1.164045,1.052886,-0.326736,0.882016,1.067843
410,4.100000,-0.353278,1.024696,1.082477,-0.351867,1.163994,1.052943,-0.326764,0.881996,1.067858
411,4.110000,-0.353371,1.024671,1.082494,-0.351976,1.163973,1.052970,-0.326813,0.881968,1.067867
412,4.120000,-0.353374,1.024647,1.082524,-0.352024,1.163946,1.053011,-0.326804,0.881933,1.067859
413,4.130000,-0.353322,1.024601,1.082495,-0.352030,1.163911,1.053014,-0.326892,0.881911,1.067873
414,4.140000,-0.353336,1.024599,1.082501,-0.351983,1.163897,1.053040,-0.326827,0.881901,1.067878
415,4.150000,-0.353296,1.024560,1.082492,-0.351984,1.163894,1.053063,-0.326812,0.881880,1.067865
416,4.160000,-0.353343,1.024585,1.082527,-0.351998,1.163875,1.053069,-0.326773,0.881882,1.067857
417,4.170000,-0.353213,1.024538,1.082487,-0.351928,1.163862,1.053077,-0.326754,0.881888,1.067834
418,4.180000,-0.353283,1.024556,1.082520,-0.351777,1.163860,1.053080,-0.326679,0.881864,1.067836
419,4.190000,-0.353194,1.024536,1.082510,-0.351703,1.163834,1.053061,-0.326585,0.881860,1.067815
420,4.200000,-0.353068,1.024516,1.082502,-0.351665,1.163834,1.053087,-0.326524,0.881838,1.067805
421,4.210000,-0.353028,1.024507,1.082512,-0.351594,1.163820,1.053066,-0.326429,0.881827,1.067786
422,4.220000,-0.353026,1.024529,1.082514,-0.351476,1.163826,1.053059,-0.326373,0.881827,1.067775
423,4.230000,-0.352941,1.024522,1.082505,-0.351385,1.163814,1.053032,-0.326325,0.881803,1.067752
424,4.240000,-0.352900,1.024529,1.082503,-0.351338,1.163815,1.053029,-0.326179,0.881820,1.067727
425,4.250000,-0.352819,1.024529,1.082486,-0.351205,1.163828,1.053030,-0.326095,0.881806,1.067681
426,4.260000,-0.352734,1.024548,1.082472,-0.351135,1.163847,1.053021,-0.326021,0.881838,1.067670
427,4.270000,-0.352594,1.024551,1.082471,-0.350989,1.163857,1.053008,-0.325934,0.881835,1.067614
428,4.280000,-0.352537,1.024579,1.082486,-0.350914,1.163881,1.053010,-0.325841,0.881842,1.067611
429,4.290000,-0.352450,1.024578,1.082509,-0.350793,1.163886,1.053004,-0.325746,0.881837,1.067604
430,4.300000,-0.352387,1.024637,1.082512,-0.350743,1.163884,1.053030,-0.325235,0.881717,1.067552
431,4.310000,-0.352303,1.024643,1.082514,-0.350670,1.163886,1.053030,-0.325631,0.881880,1.067610
432,4.320000,-0.352234,1.024599,1.082562,-0.350641,1.163875,1.053045,-0.325715,0.881957,1.067704
433,4.330000,-0.352206,1.024591,1.082587,-0.350584,1.163870,1.053061,-0.325498,0.881887,1.067656
434,4.340000,-0.352166,1.024652,1.082594,-0.350527,1.163870,1.053063,-0.325420,0.881883,1.067673
435,4.350000,-0.352110,1.024632,1.082604,-0.350542,1.163867,1.053086,-0.325509,0.881965,1.067754
436,4.360000,-0.352095,1.024578,1.082655,-0.350473,1.163849,1.053102,-0.325426,0.881936,1.067764
437,4.370000,-0.352047,1.024619,1.082638,-0.350462,1.163843,1.053120,-0.325394,0.881948,1.067781
438,4.380000,-0.352064,1.024573,1.082696,-0.350450,1.163835,1.053120,-0.325214,0.881823,1.067746
439,4.390000,-0.352017,1.024556,1.082707,-0.350473,1.163835,1.053124,-0.325287,0.881914,1.067844
440,4.400000,-0.351997,1.024534,1.082702,-0.350391,1.163813,1.053133,-0.325120,0.881823,1.067769
441,4.410000,-0.351970,1.024610,1.082709,-0.350404,1.163820,1.053140,-0.325075,0.881836,1.067772
442,4.420000,-0.351984,1.024559,1.082731,-0.350426,1.163802,1.053163,-0.325185,0.881928,1.067868
443,4.430000,-0.351878,1.024550,1.082714,-0.350431,1.163834,1.053125,-0.325155,0.881928,1.067869
444,4.440000,-0.351938,1.024624,1.082709,-0.350404,1.163843,1.053138,-0.325130,0.881924,1.067863
445,4.450000,-0.351955,1.024632,1.082705,-0.350379,1.163841,1.053141,-0.324956,0.881854,1.067789
446,4.460000,-0.351858,1.024623,1.082672,-0.350401,1.163856,1.053122,-0.324928,0.881873,1.067765
447,4.470000,-0.351946,1.024667,1.082681,-0.350397,1.163871,1.053118,-0.324899,0.881886,1.067789
448,4.480000,-0.351834,1.024664,1.082648,-0.350368,1.163891,1.053110,-0.325036,0.882004,1.067826
449,4.490000,-0.351828,1.024679,1.082643,-0.350361,1.163920,1.053114,-0.324770,0.881929,1.067773
450,4.500000,-0.351811,1.024708,1.082639,-0.350314,1.163953,1.053078,-0.324742,0.881940,1.067782
451,4.510000,-0.351817,1.024763,1.082710,-0.350264,1.163978,1.053091,-0.324725,0.881953,1.067802
452,4.520000,-0.351703,1.024766,1.082679,-0.350339,1.163960,1.053070,-0.324865,0.882081,1.067873
453,4.530000,-0.351763,1.024805,1.082707,-0.350286,1.164010,1.053086,-0.324790,0.882081,1.067887
454,4.540000,-0.351806,1.024822,1.082742,-0.350308,1.164022,1.053070,-0.324876,0.882115,1.067958
