File Name: Lab1_2_EMG_data_EduExo_2021_09_15.log
Channel 1: 'EMG 1', 40404 values, engineering units: mV, no filters.
Channel 2: 'EMG 2', 40404 values, engineering units: mV, no filters.

0.003	-0.0203
0.0052	-0.039
0.0052	-0.0413
0.0022	0.0082
0.0045	0.0382
0.0082	0.024
0.0105	-0.015
0.0082	-0.0795
0.0052	-0.114
0.003	-0.093
0.0037	-0.0075
0.0097	0.0487
0.0105	0.1357
0.012	0.2895
0.009	0.3105
0.006	0.0915
0.009	-0.0488
0.0052	-0.0638
0.0037	-0.0938
0.0045	-0.0315
0.0052	-0.0608
0.006	-0.0585
0.0045	-0.0473
0.0067	-0.0765
0.0097	-0.0795
0.0082	-0.1118
0.0067	-0.0458
0.0052	-0.0015
0.0007	-0.0495
-0.0008	-0.0871
0.003	-0.0218
0.0037	0.0127
0.0052	0.0142
0.0082	0.0457
0.0075	0.081
0.0067	0.0967
0.0082	0.069
0.0075	0.0862
0.003	0.0915
0.009	0.111
0.0105	0.0825
0.0075	0.0375
0.009	0.0465
0.0067	0.006
0.0052	0.006
0.0037	0.0105
0.0045	0.0022
0.006	-0.0256
0.0022	-0.0428
0.003	-0.0225
0.0045	-0.0405
0.0015	-0.0668
0.0037	-0.0608
0.0067	-0.0683
0.0045	-0.105
0.0045	-0.06
0.0045	-0.0195
0.0007	-0.0323
0.0015	0.093
0.0037	0.1642
0.0022	0.1275
0.0015	0.1605
0.0037	0.2017
0.003	0.1665
0.0045	0.0082
0.0067	-0.0383
0.0052	-0.0256
0.003	-0.0623
0.0022	-0.0615
0.0075	-0.093
0.006	-0.0473
0.0037	-0.0563
0.006	-0.0788
0.006	-0.039
0.0067	-0.0548
0.009	-0.0091
0.0067	-0.0188
0.0082	-0.0473
0.009	-0.0135
0.0045	0.0255
0.003	0.0262
0.003	-0.033
-0.0008	-0.0473
0.003	-0.0765
0.0015	-0.078
-0.0015	-0.0818
0.0022	-0.1043
0.0075	-0.0548
0.0112	0.0412
0.009	0.15
0.0037	0.111
0.0007	0.003
0.0015	0.0082
0.0015	0.012
0.003	0.0082
0.003	0.0262
0.0037	0.0465
0.0075	0.0585
0.0082	0.1207
0.0067	0.1245
0.003	0.0202
0.003	0.0015
0.003	-0.057
0.0067	-0.0803
0.006	-0.0856
0.0037	-0.219
0.009	-0.27
0.0052	-0.2011
0.0037	-0.1253
0.0015	-0.0428
0.006	0.0592
0.0052	0.1642
0.003	0.2722
0.0067	0.3525
0.0067	0.2775
0.0045	0.1035
0.0045	0.0457
0.0052	-0.027
0.0015	-0.1148
0.0052	-0.0915
0.006	-0.054
0.0037	-0.0165
0.009	-0.0188
0.012	-0.0555
0.0157	-0.0683
0.0142	-0.0436
0.0127	-0.0495
0.0112	-0.0436
0.0082	-0.0218
0.003	-0.0023
0	0.0052
0.0052	-0.0203
0.0052	-0.0278
0.0067	0.0067
0.0082	0.0645
0.006	0.0172
0.006	-0.057
0.0067	-0.0413
0.003	-0.0308
0.0022	-0.0623
0.0022	-0.1253
0.0007	-0.1148
-0.0015	0.0232
-0.0008	0.1477
0.0007	0.2092
0.0007	0.168
0.0037	0.1582
0.0007	0.2085
0.003	0.2317
0.0045	0.1875
0.0022	0.024
0.0045	-0.0188
-0.0015	-0.0346
0.0007	-0.0983
0.003	-0.0863
0.0015	-0.0945
0.0007	-0.084
0.0007	-0.0675
0.0045	-0.0706
0.006	-0.0623
0.0075	-0.0728
0.006	-0.0735
0.0052	-0.0256
0.003	-0.0015
0.0022	-0.0503
0.0052	-0.0548
0.003	-0.0285
0.0045	-0.0285
0.0052	-0.0046
0.0022	0.0105
0.0037	0.0165
0.0045	0.078
0.0052	0.1672
0.0097	0.195
0.0097	0.0802
0.0067	0.0007
0.0015	-0.0046
0.0037	-0.0405
0.0052	-0.0361
0.0052	-0.0375
0.009	-0.0203
0.0052	-0.0008
0.0045	-0.0128
0.0045	-0.015
0.003	-0.0458
0.0067	-0.0533
0.006	-0.0203
0.009	-0.0495
0.012	-0.0675
0.009	-0.0203
0.0045	0.0105
0.0045	0.0532
0.006	0.0607
0.006	0.0112
0.006	0.0187
0.0067	0.0562
0.003	0.0682
0.0037	0.0705
0.0045	0.0375
0.0007	0.0202
0.0015	0.0757
-0.0015	0.0547
-0.0015	0
0.0037	-0.0038
0.0015	-0.006
0.0022	-0.0256
0.0067	-0.0683
0.0105	-0.0645
0.0105	-0.0203
0.0015	-0.03
0.0015	-0.0563
0.003	-0.0398
0.0007	-0.0503
0.0052	-0.0488
0.0067	-0.0473
0.0082	-0.0563
0.009	-0.0248
0.0105	-0.0173
0.0112	-0.0165
0.0045	-0.0038
0.0052	0.0187
0.0075	0.0315
0.0067	0.0247
0.0075	0.0142
0.012	0.0007
0.0112	0.0082
0.006	0.0307
0.0045	0.0412
0.003	0.036
0.0045	0.0105
0.0052	0.0277
0.0082	0.1357
0.0052	0.177
-0.0015	0.0382
-0.0038	-0.0346
-0.0023	-0.1208
-0.0015	-0.195
-0.0015	-0.0893
-0.0008	-0.0728
0.0007	-0.1328
0.0045	-0.1238
0.012	-0.054
0.006	-0.0758
0.0015	-0.0188
0.0052	0.1372
0.0097	0.1552
0.012	0.2445
0.0052	0.2865
0.0052	0.21
0.0045	0.0202
0.003	-0.0833
0.0052	-0.0465
0.0052	-0.1028
0.003	-0.0968
0.0007	-0.1148
0.0082	-0.06
0.012	0.0645
0.0105	0.0772
0.0097	-0.0353
0.0067	-0.1208
0.0067	-0.111
0.0052	-0.135
0.0015	-0.0698
0.0015	-0.0511
0.0052	0
0.0052	0.0765
0.0037	0.0675
0.003	0.0757
